nucmb,SZ_c1_signal
5.680069152796745,-0.0007639417276814997
6.697819281275841,-0.001056239936926308
7.715569409754937,-0.001400400466935536
8.733319538234033,-0.0017924288374961315
9.751069666713128,-0.002232035317937713
10.768819795192226,-0.0027188951410333493
11.78656992367132,-0.003252648786527743
12.804320052150418,-0.0038329022932667898
13.822070180629513,-0.00445922760562174
14.839820309108612,-0.005131162941711837
15.857570437587707,-0.005848213191877474
16.875320566066804,-0.006609850355593866
17.8930706945459,-0.0074155139860540035
18.910820823024995,-0.00826461168221247
19.928570951504092,-0.009156519595710776
20.94632107998319,-0.010090582963739407
21.964071208462283,-0.011066116671281179
22.98182133694138,-0.01208240583134035
23.999571465420477,-0.01313870640222032
25.017321593899574,-0.014234245811598689
26.035071722378667,-0.015368223609177577
27.052821850857764,-0.016539812143547775
28.07057197933686,-0.017748157261835037
29.08832210781596,-0.018992379015690158
30.106072236295056,-0.02027157239903254
31.123822364774156,-0.02158480810168503
32.14157249325326,-0.022931133276433674
33.15932262173236,-0.0243095723256192
34.17707275021145,-0.02571912769685411
35.19482287869055,-0.027158780702560073
36.21257300716965,-0.028627492346625087
37.23032313564875,-0.03012420416500032
38.248073264127854,-0.03164783907718833
39.26582339260695,-0.03319730225068493
40.28357352108605,-0.03477148197215736
41.30132364956515,-0.03636925052923797
42.31907377804425,-0.03798946510052369
43.33682390652335,-0.0396309686507978
44.35457403500244,-0.04129259082885254
45.372324163481544,-0.042973148876541925
46.390074291960644,-0.04467144855552121
47.407824420439745,-0.04638628502197392
48.425574548918846,-0.04811644378721275
49.44332467739794,-0.04986070159667764
50.46107480587704,-0.05161782738655849
51.47882493435614,-0.05338658314037879
52.49657506283524,-0.055165724887054804
53.51432519131434,-0.05695400354252031
54.53207531979344,-0.058750165833676225
55.549825448272536,-0.06055295523169111
56.567575576751636,-0.06236111283884369
57.58532570523073,-0.06417337827648326
58.60307583370982,-0.06598849057169855
59.62082596218892,-0.06780518904243199
60.63857609066801,-0.06962221417284446
61.656326219147104,-0.07143830847683527
62.6740763476262,-0.07325221735376532
63.69182647610529,-0.07506268993263884
64.70957660458438,-0.07686847989914794
65.72732673306348,-0.07866834631516745
66.74507686154257,-0.0804610544311499
67.76282699002167,-0.08224537649658749
68.78057711850076,-0.08402009257167245
69.79832724697985,-0.08578399123625512
70.81607737545895,-0.08753587030481622
71.83382750393802,-0.08927453770106128
72.85157763241712,-0.09099881218153733
73.86932776089621,-0.09270752379873691
74.8870778893753,-0.09439951491592187
75.9048280178544,-0.09607364075314437
76.92257814633349,-0.0977287698633049
77.94032827481259,-0.09936378523079772
78.95807840329168,-0.10097758427595878
79.97582853177077,-0.10256908014244905
80.99357866024987,-0.10413720159731818
82.01132878872896,-0.10568089429492691
83.02907891720805,-0.10719912060379708
84.04682904568715,-0.10869086090268577
85.06457917416624,-0.11015511332024262
86.08232930264533,-0.11159089490381427
87.10007943112443,-0.1129972416704079
88.11782955960352,-0.11437320909480363
89.13557968808261,-0.11571787291337132
90.15332981656171,-0.11703032896517439
91.1710799450408,-0.11830969397579441
92.1888300735199,-0.11955510600990187
93.20658020199899,-0.12076572442099853
94.22433033047808,-0.1219407304512612
95.24208045895718,-0.12307932765785613
96.25983058743627,-0.12418074201780936
97.27758071591536,-0.12524422211735814
98.29533084439444,-0.12626903961634
99.31308097287354,-0.1272544894685374
100.33083110135263,-0.12819989008097646
101.34858122983172,-0.12910458341157272
102.36633135831082,-0.12996793525241493
103.38408148678991,-0.13078933541141619
104.401831615269,-0.13156819783670387
105.4195817437481,-0.13230396072705036
106.43733187222719,-0.1329960866213846
107.45508200070628,-0.13364406246188432
108.47283212918538,-0.13424739969357535
109.49058225766447,-0.13480563432037282
110.50833238614356,-0.13531832693288942
111.52608251462266,-0.13578506272062335
112.54383264310175,-0.1362054514684216
113.56158277158085,-0.13657912753718807
114.57933290005995,-0.13690574982890158
115.59708302853905,-0.137185001735989
116.61483315701814,-0.1374165910752553
117.63258328549723,-0.13760025000657422
118.65033341397633,-0.13773573493661778
119.66808354245542,-0.1378228264078396
120.6858336709345,-0.1378613289731995
121.7035837994136,-0.13785107105685487
122.72133392789269,-0.13779190480127082
123.73908405637178,-0.13768370590113307
124.75683418485087,-0.13752637342446075
125.77458431332997,-0.13731982962132308
126.79233444180906,-0.13706401972056945
127.81008457028815,-0.13675891171487864
128.82783469876725,-0.1364044961345689
129.84558482724634,-0.13600078581042022
130.86333495572543,-0.13554781562578783
131.88108508420453,-0.1350456422582716
132.89883521268362,-0.13449434391109727
133.91658534116272,-0.1338940200343297
134.9343354696418,-0.13324479103610712
135.9520855981209,-0.13254679799034352
136.9698357266,-0.1318002023415178
137.9875858550791,-0.13100518559130295
139.00533598355818,-0.1301619489778818
140.02308611203728,-0.12927071314631125
141.04083624051637,-0.12833171780948013
142.05858636899546,-0.1273452213993113
143.07633649747456,-0.12631150072684671
144.09408662595365,-0.125230850688161
145.11183675443274,-0.12410358387846443
146.12958688291184,-0.12293003020671052
147.14733701139093,-0.1217105365109765
148.16508713987002,-0.12044546616428775
149.18283726834912,-0.11913519877427337
150.2005873968282,-0.1177801298921211
151.2183375253073,-0.11638067050756312
152.2360876537864,-0.11493724661698043
153.2538377822655,-0.11345029879752803
154.27158791074459,-0.1119202820078567
155.28933803922368,-0.11034766527451427
156.30708816770277,-0.108732931057184
157.32483829618187,-0.10707657477446547
158.34258842466096,-0.1053791045203031
159.36033855314005,-0.10364104105313936
160.37808868161912,-0.1018629169997194
161.3958388100982,-0.10004527627475308
162.4135889385773,-0.09818867385255367
163.4313390670564,-0.09629367592198597
164.4490891955355,-0.09436085888665394
165.4668393240146,-0.09239080872039848
166.48458945249368,-0.090384121103775
167.50233958097277,-0.08834140136267878
168.52008970945187,-0.08626326321159963
169.53783983793096,-0.08415032835252755
170.55558996641005,-0.08200322721123876
171.57334009488915,-0.07982259777699008
