nucmb,SZ_c1_signal
5.680069152796745,-0.0006332806350183973
5.709671905889265,-0.0006398847023968234
5.73942893932012,-0.0006465574909645815
5.769341057150428,-0.0006532997125774863
5.799409067631827,-0.0006601120862254797
5.829633783228308,-0.0006669953391663291
5.860016020638173,-0.0006739502049228872
5.890556600816101,-0.0006809774255347322
5.921256348995331,-0.0006880777503501009
5.952116094709961,-0.0006952519358439573
5.983136671817364,-0.0007025007474163541
6.014318918520717,-0.0007098249570931921
6.045663677391651,-0.000717225345554139
6.077171795393017,-0.0007247027015679394
6.1088441239017754,-0.0007322578210611737
6.140681518731998,-0.0007398915094690347
6.1726848401579915,-0.0007476045793495752
6.204854952937546,-0.0007553978519739404
6.2371927263353,-0.0007632721575328388
6.269699034146227,-0.0007712283334928407
6.302374754719253,-0.0007792672272935409
6.335220770980978,-0.0007873896941473078
6.368237970459546,-0.0007955965979834104
6.401427245308621,-0.0008038888124952875
6.434789492331494,-0.0008122672188903242
6.468325613005314,-0.0008207327086777725
6.502036513505449,-0.0008292861819360479
6.5359231047299735,-0.0008379285474428454
6.569986302324276,-0.0008466607245600943
6.604227026705805,-0.0008554836405400302
6.638646203088942,-0.0008643982331428902
6.673244761509991,-0.0008734054496107015
6.708023636852321,-0.0008825062458924936
6.742983768871621,-0.0008917015892711444
6.778126102221294,-0.0009009924554537655
6.813451586477982,-0.0009103798307571063
6.8489611761672275,-0.0009198647119698683
6.884655830789258,-0.000929448104677677
6.920536514844924,-0.000939131026424838
6.9566041978617505,-0.0009489145038924366
6.992859854420138,-0.0009587995743925706
7.029304464179699,-0.0009687872867328276
7.065939011905725,-0.0009788786987419153
7.102764487495799,-0.0009890748806660912
7.139781886006542,-0.0009993769127873643
7.1769922076805015,-0.001009785885994827
7.2143964579731765,-0.0010203029036850043
7.251995647580186,-0.0010309290786589536
7.289790792464582,-0.0010416655364361568
7.3277829138843025,-0.001052513413627441
7.3659730384197575,-0.0010634738574332168
7.40436219800158,-0.001074548028509311
7.442951429938502,-0.001085737097481252
7.481741776945386,-0.001097042247855972
7.520734287171403,-0.0011084646754004224
7.559930014228347,-0.0011200055865243157
7.59933001721911,-0.0011316662019144853
7.6389353607662995,-0.0011434477529989825
7.678747115041007,-0.0011553514841391751
7.718766355791718,-0.001167378653185312
7.758994164373388,-0.001179530528825478
7.799431627776657,-0.0011918083946554766
7.8400798386572195,-0.0012042135460114082
7.880939895365357,-0.001216747291139236
7.922012901975606,-0.0012294109530090588
7.963299968316598,-0.0012422058658066596
8.004802210001046,-0.0012551333790546642
8.04652074845589,-0.0012681948552217875
